first_day_exposition,last_price,total_area,rooms,ceiling_height,floors_total,living_area,floor,studio,kitchen_area,balcony,locality_name,price_per_sqm
2024-06-21,3065625,73.9,2,2.7,16,27.2,2,False,24.3,1,Borshchahivka,41483.42354533153
2024-06-21,2678026,79.0,3,2.65,18,44.0,16,False,13.0,0,Vyshneve,33899.06329113924
2024-06-21,2362500,45.0,1,2.65,20,20.0,7,False,13.0,0,Kyiv,52500.0
2024-06-21,7734375,96.0,3,2.7,10,47.7,2,False,13.2,2,Kyiv,80566.40625
2024-06-21,2503125,41.0,1,2.55,10,20.0,8,False,11.4,1,Kyiv,61051.82926829269
2024-06-21,4095000,68.0,2,2.65,16,39.2,15,False,13.0,0,Kyiv,60220.58823529412
2024-06-21,2418750,62.0,2,2.65,17,32.0,5,False,12.0,1,Boyarka,39012.096774193546
2024-06-21,1012500,32.0,1,2.5,5,18.0,4,False,6.0,2,Bucha,31640.625
2024-06-21,1220625,49.1,2,2.55,5,28.4,4,False,7.1,4,Hostomel,24859.97963340122
2024-06-21,3543750,66.2,3,2.65,16,42.6,14,False,10.6,0,Kyiv,53530.9667673716
2024-06-21,2531250,65.3,3,2.59,9,47.0,7,False,6.3,0,Kyiv,38763.39969372129
2024-06-21,3206250,68.0,3,2.75,9,43.0,4,False,9.0,2,Kyiv,47150.73529411765
2024-06-21,1828125,32.6,1,2.65,25,16.0,16,False,8.2,0,Brovary,56077.453987730056
2024-06-21,2264062,41.3,2,2.5,5,26.9,4,False,5.8,1,Kyiv,54819.90314769976
2024-06-21,1929375,48.7,4,2.6,5,34.0,2,False,6.0,0,Kyiv,39617.55646817248
2024-06-21,1237500,44.8,2,2.65,2,26.2,2,False,7.7,0,Borshchahivka,27622.76785714286
2024-06-21,3881250,77.0,3,3.0,4,45.0,1,False,12.0,0,Kyiv,50405.84415584416
2024-06-21,2109375,40.0,1,2.65,18,22.72727272727273,3,False,9.1,0,Kyiv,52734.375
2024-06-21,2874375,53.76,2,2.65,25,28.71,1,False,9.43,0,Irpin,53466.796875
2024-06-21,3881250,53.0,2,2.65,5,29.0,1,False,18.3,0,Kyiv,73231.1320754717
2024-06-22,1209375,54.0,2,2.5,5,29.0,2,False,8.5,2,Vyshneve,22395.83333333333
2024-06-22,3346875,55.8,3,2.5,5,39.0,1,False,7.0,0,Kyiv,59979.838709677424
2024-06-22,1698750,67.2,2,2.65,6,38.0,1,False,14.0,0,Boryspil,25279.01785714285
2024-06-22,3150000,49.9,1,3.21,5,24.1,4,False,15.5,0,Kyiv,63126.25250501002
2024-06-22,3318750,53.0,2,3.0,5,29.5,3,False,11.8,1,Kyiv,62617.92452830189
2024-06-22,3346875,70.0,3,2.65,12,53.3,11,False,12.0,0,Kyiv,47812.5
2024-06-22,2081250,48.0,2,2.5,9,29.0,4,False,6.0,1,Boryspil,43359.375
2024-06-22,2418750,37.0,1,2.65,11,16.0,7,False,10.0,0,Kyiv,65371.62162162162
2024-06-22,5619375,81.4,3,3.4,4,31.8,2,False,9.8,0,Kyiv,69034.0909090909
2024-06-22,2109375,78.9,3,2.5,10,43.9,9,False,10.2,5,Borshchahivka,26734.79087452471
2024-06-22,2081250,57.0,2,2.65,21,32.0,2,False,13.0,0,Brovary,36513.15789473684
2024-06-22,382500,31.0,1,2.65,5,16.0,4,False,6.0,0,Bucha,12338.709677419354
2024-06-22,1800000,40.0,1,2.7,17,15.7,17,False,11.7,2,Bucha,45000.0
2024-06-22,2418750,41.0,1,2.65,9,18.0,9,False,8.0,1,Kyiv,58993.90243902439
2024-06-22,2756250,38.0,1,3.0,4,22.5,2,False,6.5,0,Kyiv,72532.8947368421
2024-06-22,4201875,70.0,2,2.65,17,40.0,6,False,10.7,0,Kyiv,60026.78571428572
2024-06-22,888750,31.0,1,2.65,5,16.0,3,False,6.0,0,Brovary,28669.35483870968
2024-06-22,1743750,42.0,1,2.7,25,30.4,17,False,9.5,2,Kyiv,41517.857142857145
2024-06-22,759375,40.0,1,2.6,4,20.0,1,False,9.8,0,Boryspil,18984.375
2024-06-22,3824438,73.4,3,3.7,6,44.8,2,False,11.6,0,Kyiv,52104.05994550409
2024-06-22,5729851,80.0,2,2.65,23,37.0,9,False,13.0,0,Kyiv,71623.1375
2024-06-22,2137500,32.0,1,2.65,12,18.181818181818183,2,False,9.1,2,Kyiv,66796.875
2024-06-22,3262500,47.3,2,2.5,25,27.5,18,False,8.4,2,Kyiv,68974.63002114165
2024-06-22,2981250,38.62,1,2.65,21,21.94318181818182,2,False,10.02,1,Kyiv,77194.45882962196
2024-06-22,8325000,79.9,2,2.73,16,37.4,2,False,15.0,0,Kyiv,104192.74092615768
2024-06-22,2250000,36.0,1,2.65,25,14.0,22,False,14.0,2,Boryspil,62500.0
2024-06-22,2306250,40.2,1,2.78,10,17.7,10,False,13.0,1,Kyiv,57369.40298507462
2024-06-22,7312500,148.0,4,2.65,5,84.0909090909091,4,False,9.1,0,Kyiv,49408.78378378379
2024-06-22,2686500,79.6,2,2.8,9,43.2,9,False,15.8,0,Hostomel,33750.0
2024-06-22,3262500,63.0,3,2.5,9,48.0,5,False,7.0,0,Kyiv,51785.71428571428
2024-06-22,1275750,50.4,1,2.65,15,22.7,8,False,11.5,2,Bucha,25312.5
2024-06-22,2925000,46.3,1,2.7,10,24.0,5,False,11.0,2,Kyiv,63174.94600431966
2024-06-22,1715625,49.5,2,2.65,4,24.2,3,False,14.9,0,Bucha,34659.09090909091
2024-06-22,843750,54.6,3,2.65,5,39.0,4,False,6.2,0,Hostomel,15453.296703296704
2024-06-22,4218750,77.0,3,2.65,3,42.0,2,False,22.0,0,Kyiv,54788.96103896104
2024-06-22,3931875,56.0,2,3.0,5,34.5,4,False,8.5,0,Kyiv,70212.05357142857
2024-06-22,2531250,39.3,1,2.8,25,18.6,16,False,11.2,0,Kyiv,64408.39694656489
2024-06-22,1428446,32.98,1,2.65,15,18.738636363636363,14,False,8.65,0,Vyshneve,43312.49241964828
2024-06-22,2106562,62.0,2,2.7,19,33.0,2,False,13.0,0,Borshchahivka,33976.8064516129
2024-06-22,1181250,37.3,1,2.65,5,17.1,2,False,7.8,1,Brovary,31668.900804289548
2024-06-22,1518750,30.2,1,2.6,5,17.2,4,False,5.0,1,Kyiv,50289.73509933775
2024-06-22,2019375,45.0,2,2.65,9,28.0,1,False,6.9,0,Kyiv,44875.0
2024-06-22,1102500,32.0,1,2.5,9,17.5,3,False,6.5,0,Boyarka,34453.125
2024-06-22,2221875,48.0,2,2.65,9,30.0,1,False,6.0,1,Kyiv,46289.0625
2024-06-22,3459375,63.5,3,2.65,20,38.8,19,False,10.3,2,Kyiv,54478.34645669291
2024-06-22,3234375,56.0,2,2.75,7,31.77,4,False,11.0,1,Brovary,57756.69642857143
2024-06-22,1012500,63.0,3,2.65,2,45.0,2,False,8.0,0,Hostomel,16071.42857142857
2024-06-22,967500,43.4,2,2.5,2,26.28,2,False,6.22,0,Borshchahivka,22292.6267281106
2024-06-22,2913750,56.3,3,2.5,5,22.3,4,False,6.2,0,Kyiv,51753.99644760213
2024-06-22,2643750,45.0,2,2.5,5,26.1,2,False,5.9,1,Kyiv,58750.0
2024-06-22,2812500,58.0,2,2.65,9,32.95454545454546,7,False,15.0,1,Kyiv,48491.379310344826
2024-06-23,1771875,33.3,1,2.5,9,18.0,8,False,7.0,0,Boryspil,53209.45945945947
2024-06-23,2756250,52.0,3,2.7,12,33.0,7,False,6.0,2,Kyiv,53004.807692307695
2024-06-23,1743750,33.9,1,2.65,6,16.0,4,False,10.2,0,Boyarka,51438.05309734513
2024-06-23,2415938,34.0,1,3.5,5,18.0,3,False,12.0,0,Kyiv,71057.0
2024-06-23,1350000,46.2,2,2.5,2,24.5,2,False,8.8,0,Vyshneve,29220.77922077922
2024-06-23,1904062,30.3,1,2.5,5,17.6,4,False,5.3,0,Kyiv,62840.3300330033
2024-06-23,1906875,35.0,1,2.65,11,16.0,9,False,9.5,0,Hostomel,54482.142857142855
2024-06-23,3501562,52.1,2,2.5,9,32.2,6,False,7.1,1,Kyiv,67208.48368522072
2024-06-23,3150000,54.0,2,3.0,5,33.0,1,False,8.3,0,Kyiv,58333.333333333336
2024-06-23,1901250,35.0,1,2.5,12,20.0,2,False,7.0,0,Kyiv,54321.42857142857
2024-06-23,5175000,75.0,3,2.64,17,50.7,15,False,9.3,0,Kyiv,69000.0
2024-06-23,3571875,71.0,3,2.65,12,44.0,5,False,8.0,0,Kyiv,50308.09859154929
2024-06-23,2784375,40.1,1,2.7,12,20.0,5,False,7.8,0,Kyiv,69435.7855361596
2024-06-23,8436938,78.7,2,3.55,5,40.0,2,False,13.6,0,Kyiv,107203.78653113089
2024-06-23,1535625,43.0,1,2.65,10,19.0,5,False,11.0,0,Borshchahivka,35712.20930232558
2024-06-23,5231250,89.4,3,2.6,14,49.7,4,False,14.6,4,Kyiv,58515.100671140935
2024-06-23,4443750,81.2,3,3.0,7,55.0,7,False,9.4,0,Kyiv,54725.98522167488
2024-06-23,3346875,45.0,1,2.75,13,16.4,7,False,11.1,1,Kyiv,74375.0
2024-06-23,2081250,29.1,0,2.6,14,20.5,2,True,9.1,0,Kyiv,71520.61855670103
2024-06-23,3825000,69.0,2,2.9,5,42.0,2,False,13.0,0,Kyiv,55434.782608695656
2024-06-23,3009375,66.8,3,2.6,9,46.4,8,False,7.0,0,Kyiv,45050.52395209581
2024-06-23,2446875,43.5,2,2.5,9,24.715909090909093,2,False,9.1,0,Kyiv,56250.0
2024-06-23,2109375,55.0,2,2.65,18,27.89,8,False,11.34,1,Bucha,38352.27272727273
2024-06-23,2700000,42.9,1,2.65,24,18.7,18,False,13.7,0,Kyiv,62937.06293706294
2024-06-23,2812500,41.0,1,2.7,16,17.0,4,False,10.5,2,Kyiv,68597.56097560975
2024-06-23,3319312,52.4,2,2.65,12,29.77272727272728,2,False,9.1,0,Kyiv,63345.64885496184
2024-06-23,2249438,42.0,2,2.65,5,28.0,2,False,5.9,0,Kyiv,53558.04761904762
2024-06-23,5456250,133.81,3,3.7,5,73.3,3,False,13.83,0,Kyiv,40776.1004409237
2024-06-23,2025000,61.9,3,2.56,5,45.5,4,False,6.0,0,Bucha,32714.054927302102
2024-06-23,1884375,54.0,2,2.65,5,30.681818181818183,1,False,9.1,0,Bucha,34895.833333333336
2024-06-23,1068750,60.0,3,2.65,5,44.0,2,False,7.0,0,Boryspil,17812.5
2024-06-23,2300625,34.9,1,2.65,15,16.0,2,False,7.0,0,Kyiv,65920.4871060172
2024-06-23,618750,31.0,1,2.7,5,18.0,2,False,6.0,1,Borshchahivka,19959.67741935484
2024-06-23,3093750,68.3,3,2.8,5,54.9,2,False,7.0,1,Kyiv,45296.48609077599
2024-06-23,1963125,54.7,3,2.5,5,37.7,1,False,5.1,0,Kyiv,35888.93967093236
2024-06-23,10378125,134.0,4,2.65,18,78.0,17,False,30.0,0,Kyiv,77448.69402985074
2024-06-23,2446875,102.0,3,2.65,4,57.95454545454546,4,False,9.1,0,Boyarka,23988.970588235294
2024-06-23,1518750,53.0,2,2.65,5,29.0,5,False,10.0,0,Vyshneve,28655.66037735849
2024-06-23,2199375,39.9,1,2.65,25,17.3,22,False,11.6,0,Kyiv,55122.180451127824
2024-06-23,551250,47.1,2,2.65,3,29.0,3,False,9.0,0,Hostomel,11703.821656050955
2024-06-23,675000,30.0,1,2.6,4,24.0,4,False,6.0,0,Hostomel,22500.0
2024-06-23,9781875,113.0,4,2.65,18,67.0,10,False,19.0,1,Kyiv,86565.26548672566
2024-06-23,6159375,107.0,3,2.7,25,54.0,12,False,29.0,1,Kyiv,57564.2523364486
2024-06-23,1743750,34.0,1,2.7,9,18.0,5,False,9.0,1,Kyiv,51286.76470588235
2024-06-23,3262500,67.0,3,2.5,9,44.0,1,False,6.0,0,Kyiv,48694.02985074627
2024-06-23,1012500,48.7,2,2.7,5,29.7,4,False,6.7,2,Boryspil,20790.5544147844
2024-06-23,2193750,44.0,1,2.65,16,20.0,5,False,10.0,2,Kyiv,49857.954545454544
2024-06-24,2137500,43.1,2,2.65,5,27.6,5,False,5.1,0,Kyiv,49593.96751740139
2024-06-24,4348125,90.39,3,2.65,18,44.04,8,False,21.25,0,Kyiv,48104.04912047793
2024-06-24,2643750,44.3,2,2.5,5,29.7,3,False,7.0,1,Kyiv,59678.3295711061
2024-06-24,1237500,25.7,0,2.7,24,17.8,15,True,9.1,1,Kyiv,48151.750972762646
2024-06-24,2779194,104.0,4,2.7,6,85.0,5,False,9.1,5,Irpin,26723.01923076923
2024-06-24,1040625,55.6,3,2.65,5,31.590909090909093,2,False,9.1,0,Irpin,18716.276978417267
2024-06-24,2081250,39.7,1,2.65,27,14.3,5,False,11.85,1,Irpin,52424.43324937028
2024-06-24,2615625,46.0,2,2.65,5,27.0,5,False,7.1,1,Kyiv,56861.41304347826
2024-06-24,3881250,50.3,2,2.65,6,26.6,4,False,8.1,0,Kyiv,77162.027833002
2024-06-24,489375,41.0,2,2.5,5,27.0,5,False,6.0,0,Irpin,11935.975609756097
2024-06-24,3825000,81.1,4,2.7,16,45.1,9,False,15.1,2,Kyiv,47163.99506781752
2024-06-24,8505000,76.0,2,2.7,6,40.0,4,False,17.0,2,Kyiv,111907.8947368421
2024-06-24,16875000,178.0,3,3.0,13,50.4,9,False,38.1,0,Kyiv,94803.37078651684
2024-06-24,928125,40.0,1,2.65,2,18.0,2,False,9.0,0,Vyshneve,23203.125
2024-06-24,2587500,58.4,3,2.65,7,33.18181818181819,2,False,9.1,0,Kyiv,44306.50684931507
2024-06-24,3729375,65.0,2,2.65,5,26.0,3,False,25.0,0,Irpin,57375.0
2024-06-24,2413125,45.0,2,2.5,5,29.0,2,False,9.1,1,Kyiv,53625.0
2024-06-24,2587500,58.0,3,2.5,5,43.8,2,False,5.5,1,Kyiv,44612.06896551724
2024-06-24,1687500,30.0,1,2.5,9,16.3,3,False,7.1,0,Kyiv,56250.0
2024-06-24,2237625,40.0,1,2.65,52,10.5,18,False,14.0,0,Kyiv,55940.625
2024-06-24,4218750,66.1,3,3.9,5,44.7,3,False,12.2,0,Kyiv,63823.751891074135
2024-06-24,6468750,129.0,5,3.0,5,75.0,2,False,11.0,0,Kyiv,50145.348837209305
2024-06-24,1546875,62.0,3,2.5,5,45.0,5,False,6.0,1,Bucha,24949.59677419355
2024-06-24,1490625,28.0,0,2.65,25,25.0,1,True,9.1,0,Kyiv,53236.607142857145
2024-06-24,3543750,69.0,2,2.65,20,55.0,14,False,13.73,0,Borshchahivka,51358.69565217391
2024-06-24,3628125,65.4,2,2.7,20,37.0,11,False,11.6,0,Kyiv,55475.917431192654
2024-06-24,5568750,82.0,3,2.8,27,43.0,19,False,12.5,0,Kyiv,67911.58536585367
2024-06-24,1378125,42.5,2,2.5,4,24.14772727272728,4,False,9.1,0,Boryspil,32426.470588235294
2024-06-24,10968750,126.2,5,2.65,4,91.8,4,False,13.0,0,Kyiv,86915.61014263074
2024-06-24,1996312,31.0,1,2.65,5,18.0,2,False,6.0,0,Kyiv,64397.16129032258
2024-06-24,5062500,57.5,2,2.65,22,32.5,10,False,10.6,0,Kyiv,88043.47826086957
2024-06-24,3116250,60.8,3,2.5,5,42.2,3,False,7.0,1,Kyiv,51254.11184210527
2024-06-24,1378125,44.0,2,2.65,5,30.0,4,False,6.3,0,Vyshneve,31321.022727272728
2024-06-24,5625000,67.6,3,2.65,5,38.40909090909091,2,False,9.1,0,Kyiv,83210.05917159763
2024-06-24,1631250,39.0,1,2.65,15,17.0,13,False,10.0,2,Hostomel,41826.92307692308
2024-06-24,2700000,60.0,3,2.5,9,40.0,3,False,6.5,0,Bucha,45000.0
2024-06-24,2812500,37.9,1,2.6,21,18.9,14,False,8.3,1,Kyiv,74208.44327176781
2024-06-24,9337500,146.8,4,3.5,5,110.4,2,False,10.5,0,Kyiv,63606.94822888283
2024-06-24,2081250,46.0,2,2.5,5,26.13636363636364,5,False,9.1,0,Hostomel,45244.5652173913
2024-06-24,7256250,130.0,5,2.76,6,82.4,5,False,11.4,0,Vyshneve,55817.307692307695
2024-06-24,3178125,46.8,2,3.0,5,28.2,4,False,6.8,0,Kyiv,67908.65384615384
2024-06-24,2896875,43.4,1,2.8,10,18.0,2,False,13.0,2,Kyiv,66748.27188940093
2024-06-24,1771875,31.0,1,2.65,25,17.613636363636367,6,False,9.1,0,Boyarka,57157.25806451613
2024-06-24,2250000,39.8,1,2.5,14,21.11,14,False,8.0,0,Kyiv,56532.66331658292
2024-06-24,5020312,88.0,3,2.65,7,45.0,4,False,11.6,0,Kyiv,57049.0
2024-06-24,1518750,31.0,1,2.5,5,17.3,4,False,6.0,0,Kyiv,48991.93548387097
2024-06-24,6918750,78.5,2,2.9,24,45.0,24,False,19.0,0,Kyiv,88136.94267515924
2024-06-24,1513125,28.0,1,3.8,2,14.5,1,False,5.0,0,Vyshneve,54040.17857142857
2024-06-24,3532500,79.4,3,2.65,12,47.0,12,False,14.7,0,Kyiv,44489.92443324937
2024-06-25,2531250,61.4,3,2.58,5,43.6,1,False,7.4,0,Kyiv,41225.57003257329
2024-06-25,2081250,29.2,1,2.56,9,15.2,7,False,6.7,0,Kyiv,71275.68493150685
2024-06-25,1715625,31.2,1,2.5,5,18.6,5,False,5.2,0,Kyiv,54987.98076923077
2024-06-25,1631250,45.0,1,2.5,10,19.0,8,False,12.5,0,Brovary,36250.0
2024-06-25,2806875,55.2,3,2.5,5,37.8,4,False,7.2,0,Kyiv,50849.184782608696
2024-06-25,2671875,57.4,2,2.65,16,28.88,6,False,13.0,0,Boyarka,46548.34494773519
2024-06-25,2418750,39.1,1,2.65,9,24.0,7,False,11.0,1,Kyiv,61860.613810741685
2024-06-25,3796875,61.5,2,2.65,5,34.7,2,False,9.1,0,Kyiv,61737.80487804878
2024-06-25,1743750,51.0,1,2.65,9,15.9,6,False,15.2,0,Hostomel,34191.17647058824
2024-06-25,2587500,59.0,3,2.5,9,41.0,5,False,7.0,2,Kyiv,43855.93220338983
2024-06-25,1901250,43.0,1,2.6,10,17.2,8,False,10.2,0,Irpin,44215.11627906977
2024-06-25,1406250,50.0,2,2.5,5,31.0,5,False,8.0,1,Brovary,28125.0
2024-06-25,2643750,75.55,3,2.65,17,44.13,10,False,11.78,0,Kyiv,34993.3818663137
2024-06-25,1800000,33.0,1,2.65,9,18.0,7,False,6.0,0,Kyiv,54545.454545454544
2024-06-25,2446875,41.0,1,2.8,7,18.1,4,False,11.1,2,Kyiv,59679.87804878049
2024-06-25,2418750,32.6,1,2.65,25,14.3,17,False,8.1,0,Kyiv,74194.78527607361
2024-06-25,4218750,67.2,2,2.65,24,38.5,3,False,13.4,4,Kyiv,62779.017857142855
2024-06-25,1895625,32.0,1,2.65,16,17.8,2,False,6.7,2,Kyiv,59238.28125
2024-06-25,3926250,67.6,2,2.79,22,34.1,16,False,10.8,1,Kyiv,58080.62130177515
2024-06-25,3065625,64.0,2,2.75,23,34.0,20,False,10.5,2,Kyiv,47900.390625
2024-06-25,2643750,37.0,1,2.6,8,20.0,2,False,9.0,0,Kyiv,71452.7027027027
2024-06-25,2221875,46.6,2,2.65,9,28.3,1,False,8.6,0,Kyiv,47679.721030042914
2024-06-25,590625,28.2,1,2.65,3,13.4,2,False,7.9,0,Borshchahivka,20944.14893617021
2024-06-25,2981250,61.0,3,2.8,9,39.0,3,False,6.0,2,Kyiv,48872.95081967213
2024-06-25,1828125,42.0,1,2.65,12,20.1,8,False,14.1,0,Kyiv,43526.78571428572
2024-06-25,1912500,48.9,4,2.55,5,37.2,2,False,5.6,1,Kyiv,39110.42944785276
2024-06-25,7306875,100.0,3,2.65,12,48.0,4,False,17.0,1,Kyiv,73068.75
2024-06-25,2250000,44.3,2,2.58,9,27.0,4,False,7.0,0,Kyiv,50790.06772009029
2024-06-25,10312724,140.8,4,3.3,16,82.55,11,False,13.84,0,Kyiv,73243.7784090909
2024-06-25,1856250,33.0,1,2.55,12,18.0,10,False,6.5,0,Kyiv,56250.0
2024-06-25,6974438,63.4,2,2.65,16,32.5,7,False,9.1,0,Kyiv,110006.90851735017
2024-06-25,2109375,43.8,2,2.5,9,29.7,4,False,6.3,2,Kyiv,48159.24657534247
2024-06-25,2334375,40.4,1,2.65,5,17.04,5,False,9.1,0,Irpin,57781.5594059406
2024-06-25,1490625,29.7,1,2.55,5,15.5,4,False,5.2,0,Boyarka,50189.39393939394
2024-06-25,31443750,222.0,5,3.76,5,167.0,1,False,32.0,0,Kyiv,141638.51351351352
2024-06-25,2401875,36.0,1,2.7,17,16.0,5,False,10.0,0,Kyiv,66718.75
2024-06-25,2981250,43.2,2,2.55,11,26.0,4,False,7.5,0,Kyiv,69010.41666666666
2024-06-25,1237500,44.0,2,2.65,5,27.22,4,False,5.4,0,Irpin,28125.0
2024-06-25,2435625,67.4,3,2.7,12,39.0,6,False,8.0,1,Boryspil,36136.86943620178
2024-06-25,1659375,64.0,3,2.5,5,45.0,4,False,7.0,4,Hostomel,25927.734375
2024-06-25,1631250,33.0,1,2.52,9,19.0,4,False,5.5,1,Irpin,49431.81818181818
2024-06-25,2250000,58.0,2,2.65,18,32.95454545454546,1,False,9.1,0,Bucha,38793.10344827586
2024-06-25,4556250,65.1,3,2.6,16,38.7,12,False,9.4,5,Kyiv,69988.47926267282
2024-06-25,1378125,25.0,0,2.65,25,18.0,24,True,9.1,2,Vyshneve,55125.0
2024-06-25,3150000,48.0,2,2.8,13,34.5,3,False,18.0,2,Kyiv,65625.0
2024-06-26,3093750,76.0,3,2.65,7,46.0,6,False,11.0,2,Brovary,40707.23684210526
2024-06-26,2221875,50.4,2,2.6,9,30.3,1,False,9.5,0,Kyiv,44084.82142857143
2024-06-26,2784375,73.9,3,2.65,9,44.7,1,False,9.4,0,Bucha,37677.6048714479
2024-06-26,2587500,71.2,2,2.65,9,34.1,2,False,10.3,0,Borshchahivka,36341.292134831456
2024-06-26,607500,32.0,1,2.65,4,25.0,4,False,6.0,0,Bucha,18984.375
2024-06-26,2924438,52.0,2,2.6,10,29.545454545454547,6,False,9.1,0,Kyiv,56239.19230769231
2024-06-26,3656250,68.4,3,2.65,6,40.2,3,False,8.2,2,Boyarka,53453.947368421046
2024-06-26,5343750,62.0,1,2.5,6,42.0,2,False,20.0,0,Kyiv,86189.51612903226
2024-06-26,2019375,30.5,1,2.6,9,15.0,2,False,8.0,0,Kyiv,66209.01639344262
2024-06-26,3712500,76.0,3,2.7,9,47.1,4,False,10.8,2,Kyiv,48848.68421052631
2024-06-26,3093750,40.0,1,2.7,25,16.2,12,False,10.5,0,Kyiv,77343.75
2024-06-26,2053125,34.5,1,2.65,14,18.2,10,False,8.2,0,Kyiv,59510.86956521739
2024-06-26,1575000,52.0,2,2.65,5,29.0,5,False,8.0,2,Brovary,30288.46153846154
2024-06-26,2221875,47.0,1,2.8,9,22.0,2,False,10.0,0,Bucha,47273.936170212764
2024-06-26,1687500,30.0,1,2.6,5,15.5,5,False,7.0,0,Kyiv,56250.0
2024-06-26,2553750,36.0,1,2.65,16,20.1,14,False,10.1,2,Kyiv,70937.5
2024-06-26,3650625,72.1,3,3.0,5,44.2,2,False,8.9,0,Kyiv,50632.801664355065
2024-06-26,5568750,101.0,3,2.65,33,53.0,32,False,21.0,0,Kyiv,55136.13861386139
2024-06-26,2868750,48.9,2,2.5,9,28.3,8,False,8.7,0,Kyiv,58665.644171779146
2024-06-26,5338125,83.0,2,3.7,5,55.1,2,False,10.0,0,Kyiv,64314.75903614458
2024-06-26,3712500,38.8,1,2.7,12,21.0,9,False,9.0,1,Kyiv,95682.98969072166
2024-06-26,337500,43.5,1,2.5,5,24.715909090909093,2,False,9.1,0,Borshchahivka,7758.620689655172
2024-06-26,1743750,30.43,1,2.5,5,16.62,4,False,5.82,0,Kyiv,57303.64771606967
2024-06-26,2250000,49.9,2,2.5,9,25.0,1,False,10.0,0,Kyiv,45090.180360721446
2024-06-26,1575000,60.8,2,2.6,6,35.0,6,False,11.1,0,Boyarka,25904.605263157897
2024-06-26,2362500,45.5,1,2.65,25,21.6,25,False,12.6,0,Boryspil,51923.07692307692
2024-06-26,2503125,43.0,2,2.65,5,25.0,4,False,8.4,0,Kyiv,58212.20930232558
2024-06-26,2953125,52.2,2,2.65,16,29.65909090909092,15,False,9.1,0,Vyshneve,56573.27586206896
2024-06-26,1940625,31.5,1,2.5,14,18.9,6,False,9.1,2,Kyiv,61607.142857142855
2024-06-26,6187500,87.0,2,2.65,25,32.5,11,False,31.0,5,Kyiv,71120.68965517242
2024-06-26,4429688,68.0,2,3.0,25,36.5,13,False,11.0,2,Kyiv,65142.470588235294
2024-06-26,1788750,30.0,1,2.55,4,17.0,1,False,5.5,0,Brovary,59625.0
2024-06-26,1800000,33.0,1,2.6,12,18.0,8,False,8.0,0,Kyiv,54545.454545454544
2024-06-26,1406250,67.0,3,2.65,9,43.0,2,False,10.0,1,Bucha,20988.805970149253
2024-06-26,3290625,57.0,2,2.5,8,33.5,8,False,7.0,0,Kyiv,57730.26315789474
2024-06-26,562500,27.9,2,2.6,2,17.0,1,False,5.0,0,Irpin,20161.290322580648
2024-06-26,2925000,41.6,2,2.65,8,26.6,7,False,6.0,0,Kyiv,70312.5
2024-06-26,2981250,43.2,1,2.8,25,19.2,10,False,11.4,0,Kyiv,69010.41666666666
2024-06-26,1788750,30.0,1,2.6,9,15.2,1,False,7.0,0,Kyiv,59625.0
2024-06-26,590625,30.0,1,2.65,5,16.5,4,False,5.7,0,Brovary,19687.5
2024-06-26,2278125,37.0,1,2.65,25,16.0,11,False,11.0,2,Boryspil,61570.94594594595
2024-06-26,4218750,82.0,2,3.0,11,30.0,9,False,31.0,2,Kyiv,51448.17073170732
2024-06-26,1181250,47.3,2,3.0,5,28.1,1,False,8.7,0,Vyshneve,24973.57293868922
2024-06-26,2531250,35.8,1,2.7,9,18.4,8,False,8.0,0,Kyiv,70705.30726256984
2024-06-26,2131875,37.0,1,2.75,25,16.0,9,False,10.2,1,Bucha,57618.24324324324
2024-06-26,3093750,83.4,3,2.7,7,45.6,7,False,12.5,1,Kyiv,37095.32374100719
2024-06-26,1378125,52.0,2,2.5,5,30.0,4,False,8.0,1,Boryspil,26502.403846153848
2024-06-27,5343750,68.0,2,3.15,4,38.5,1,False,10.1,0,Kyiv,78584.55882352941
2024-06-27,2475000,53.0,2,2.65,27,31.0,19,False,11.0,1,Boryspil,46698.11320754717
2024-06-27,1378125,33.7,1,2.5,9,18.1,7,False,5.5,1,Bucha,40893.91691394658
2024-06-27,2025000,45.2,2,2.7,9,29.7,2,False,7.8,0,Boryspil,44800.88495575221
2024-06-27,2671875,58.3,3,2.65,9,37.3,9,False,7.0,0,Kyiv,45829.75986277873
2024-06-27,1406250,63.0,3,2.5,5,43.0,4,False,9.0,0,Borshchahivka,22321.42857142857
2024-06-27,2081250,38.6,1,2.65,12,21.931818181818183,2,False,9.1,0,Kyiv,53918.39378238342
2024-06-27,1518750,59.0,3,2.7,4,33.52272727272727,3,False,9.1,0,Irpin,25741.525423728814
2024-06-27,2446875,42.0,2,2.65,5,24.0,5,False,7.0,0,Kyiv,58258.92857142857
2024-06-27,2193750,36.6,1,2.5,14,21.11,10,False,7.7,1,Kyiv,59938.524590163935
2024-06-27,2446875,41.9,2,2.5,5,27.4,5,False,5.8,0,Kyiv,58397.97136038186
2024-06-27,1575000,31.0,1,2.5,5,17.0,5,False,5.6,0,Kyiv,50806.45161290323
2024-06-27,2700000,51.0,2,2.55,9,31.0,1,False,10.0,0,Kyiv,52941.17647058824
2024-06-27,3375000,68.2,2,3.0,5,37.0,5,False,15.0,1,Boyarka,49486.80351906159
2024-06-27,2868750,65.0,3,2.55,15,43.0,1,False,10.0,1,Kyiv,44134.61538461538
